2025-05-24 14:08:18,577 - INFO - A new study created in Journal with name: model-epidemics-mpnn-epidemics_mpnn_ic5_s5_pd_seed
2025-05-24 14:11:24,053 - INFO - Trial 0 finished with value: 0.008916308172047138 and parameters: {'lr': 0.0028057582076672534, 'lamb': 0.0, 'batch_size': 16, 'n_hidden_layers_g_net': 2, 'hidden_dims_g_net': 16, 'af_g_net': 'tanh', 'drop_p_g_net': 0.016730402817820244, 'n_hidden_layers_h_net': 2, 'hidden_dims_h_net': 8, 'af_h_net': 'relu', 'drop_p_h_net': 0.0004705059281907648}. Best is trial 0 with value: 0.008916308172047138.
2025-05-24 14:41:12,411 - INFO - Trial 13 finished with value: 0.00393063947558403 and parameters: {'lr': 0.0052965329067636326, 'lamb': 0.0, 'batch_size': 16, 'n_hidden_layers_g_net': 2, 'hidden_dims_g_net': 32, 'af_g_net': 'relu', 'drop_p_g_net': 0.0014022272520283015, 'n_hidden_layers_h_net': 1, 'hidden_dims_h_net': 24, 'af_h_net': 'tanh', 'drop_p_h_net': 0.000275030818844944}. Best is trial 12 with value: 0.0037663246039301157.
2025-05-24 14:43:53,914 - INFO - Trial 14 finished with value: 0.01088852621614933 and parameters: {'lr': 0.0012125223750341207, 'lamb': 0.0, 'batch_size': 16, 'n_hidden_layers_g_net': 1, 'hidden_dims_g_net': 32, 'af_g_net': 'relu', 'drop_p_g_net': 0.0037518257764735455, 'n_hidden_layers_h_net': 1, 'hidden_dims_h_net': 24, 'af_h_net': 'tanh', 'drop_p_h_net': 0.004280656445415187}. Best is trial 12 with value: 0.0037663246039301157.
2025-05-24 14:44:44,726 - INFO - Trial 15 finished with value: 0.009440749883651733 and parameters: {'lr': 0.0045472998840174125, 'lamb': 0.0, 'batch_size': 32, 'n_hidden_layers_g_net': 2, 'hidden_dims_g_net': 48, 'af_g_net': 'relu', 'drop_p_g_net': 0.0007788333659245124, 'n_hidden_layers_h_net': 1, 'hidden_dims_h_net': 40, 'af_h_net': 'softplus', 'drop_p_h_net': 0.0002601227301076892}. Best is trial 12 with value: 0.0037663246039301157.
2025-05-24 14:47:21,128 - INFO - Trial 16 finished with value: 0.051479216665029526 and parameters: {'lr': 0.0005228617376779219, 'lamb': 0.0, 'batch_size': 32, 'n_hidden_layers_g_net': 1, 'hidden_dims_g_net': 24, 'af_g_net': 'softplus', 'drop_p_g_net': 0.00657461579279235, 'n_hidden_layers_h_net': 1, 'hidden_dims_h_net': 64, 'af_h_net': 'tanh', 'drop_p_h_net': 0.02269314457309732}. Best is trial 12 with value: 0.0037663246039301157.
2025-05-24 14:49:29,963 - INFO - Trial 17 finished with value: 0.003671860322356224 and parameters: {'lr': 0.006029249994662481, 'lamb': 0.0, 'batch_size': 16, 'n_hidden_layers_g_net': 2, 'hidden_dims_g_net': 24, 'af_g_net': 'relu', 'drop_p_g_net': 0.0005869877131382577, 'n_hidden_layers_h_net': 1, 'hidden_dims_h_net': 32, 'af_h_net': 'tanh', 'drop_p_h_net': 0.002240793180654279}. Best is trial 17 with value: 0.003671860322356224.
2025-05-24 14:52:33,970 - INFO - Trial 18 finished with value: 0.010337691754102707 and parameters: {'lr': 0.027152010174872152, 'lamb': 0.0, 'batch_size': 16, 'n_hidden_layers_g_net': 2, 'hidden_dims_g_net': 48, 'af_g_net': 'relu', 'drop_p_g_net': 0.000512084889875891, 'n_hidden_layers_h_net': 1, 'hidden_dims_h_net': 32, 'af_h_net': 'relu', 'drop_p_h_net': 0.00264973101019076}. Best is trial 17 with value: 0.003671860322356224.
2025-05-24 14:55:41,051 - INFO - Trial 19 finished with value: 0.009187212213873863 and parameters: {'lr': 0.006581074654174514, 'lamb': 0.0, 'batch_size': 16, 'n_hidden_layers_g_net': 2, 'hidden_dims_g_net': 32, 'af_g_net': 'softplus', 'drop_p_g_net': 0.0004757706057915475, 'n_hidden_layers_h_net': 1, 'hidden_dims_h_net': 16, 'af_h_net': 'softplus', 'drop_p_h_net': 0.0005264857992459961}. Best is trial 17 with value: 0.003671860322356224.
2025-05-24 14:58:00,667 - INFO - Trial 20 finished with value: 0.0028311999049037695 and parameters: {'lr': 0.004381444789085989, 'lamb': 0.0, 'batch_size': 16, 'n_hidden_layers_g_net': 2, 'hidden_dims_g_net': 48, 'af_g_net': 'relu', 'drop_p_g_net': 0.007360765260702216, 'n_hidden_layers_h_net': 2, 'hidden_dims_h_net': 16, 'af_h_net': 'tanh', 'drop_p_h_net': 0.012624536975604176}. Best is trial 20 with value: 0.0028311999049037695.
2025-05-24 15:00:59,183 - INFO - Trial 21 finished with value: 0.0030204355716705322 and parameters: {'lr': 0.0037149529493694863, 'lamb': 0.0, 'batch_size': 16, 'n_hidden_layers_g_net': 2, 'hidden_dims_g_net': 48, 'af_g_net': 'relu', 'drop_p_g_net': 0.007268919440368847, 'n_hidden_layers_h_net': 2, 'hidden_dims_h_net': 16, 'af_h_net': 'tanh', 'drop_p_h_net': 0.01763078303978958}. Best is trial 20 with value: 0.0028311999049037695.
2025-05-24 15:03:33,138 - INFO - Trial 22 finished with value: 0.0032822005450725555 and parameters: {'lr': 0.0037929293307609143, 'lamb': 0.0, 'batch_size': 16, 'n_hidden_layers_g_net': 2, 'hidden_dims_g_net': 48, 'af_g_net': 'relu', 'drop_p_g_net': 0.012303675077246938, 'n_hidden_layers_h_net': 2, 'hidden_dims_h_net': 16, 'af_h_net': 'tanh', 'drop_p_h_net': 0.0389188910507898}. Best is trial 20 with value: 0.0028311999049037695.
2025-05-24 15:06:25,314 - INFO - Trial 23 finished with value: 0.004240488167852163 and parameters: {'lr': 0.0037030632959673708, 'lamb': 0.0, 'batch_size': 16, 'n_hidden_layers_g_net': 2, 'hidden_dims_g_net': 48, 'af_g_net': 'relu', 'drop_p_g_net': 0.012414722650778625, 'n_hidden_layers_h_net': 2, 'hidden_dims_h_net': 16, 'af_h_net': 'tanh', 'drop_p_h_net': 0.07912721662361552}. Best is trial 20 with value: 0.0028311999049037695.
2025-05-24 15:07:18,090 - INFO - Trial 24 finished with value: 0.011695819906890392 and parameters: {'lr': 0.0020944130488249396, 'lamb': 0.0, 'batch_size': 16, 'n_hidden_layers_g_net': 2, 'hidden_dims_g_net': 56, 'af_g_net': 'relu', 'drop_p_g_net': 0.06268269263176757, 'n_hidden_layers_h_net': 2, 'hidden_dims_h_net': 16, 'af_h_net': 'tanh', 'drop_p_h_net': 0.015842190086386158}. Best is trial 20 with value: 0.0028311999049037695.
2025-05-24 15:10:19,666 - INFO - Trial 25 finished with value: 0.005226608831435442 and parameters: {'lr': 0.010629879317054208, 'lamb': 0.0, 'batch_size': 16, 'n_hidden_layers_g_net': 2, 'hidden_dims_g_net': 56, 'af_g_net': 'relu', 'drop_p_g_net': 0.007774185718915519, 'n_hidden_layers_h_net': 2, 'hidden_dims_h_net': 16, 'af_h_net': 'tanh', 'drop_p_h_net': 0.10412848491903945}. Best is trial 20 with value: 0.0028311999049037695.
2025-05-24 15:12:11,981 - INFO - Trial 26 finished with value: 0.005530946888029575 and parameters: {'lr': 0.003960104313167076, 'lamb': 0.0, 'batch_size': 16, 'n_hidden_layers_g_net': 2, 'hidden_dims_g_net': 48, 'af_g_net': 'relu', 'drop_p_g_net': 0.03623435232945362, 'n_hidden_layers_h_net': 2, 'hidden_dims_h_net': 16, 'af_h_net': 'tanh', 'drop_p_h_net': 0.040502531142125715}. Best is trial 20 with value: 0.0028311999049037695.
2025-05-24 15:15:41,276 - INFO - Trial 27 finished with value: 0.0029523614794015884 and parameters: {'lr': 0.002109671991275043, 'lamb': 0.0, 'batch_size': 16, 'n_hidden_layers_g_net': 2, 'hidden_dims_g_net': 56, 'af_g_net': 'relu', 'drop_p_g_net': 0.009679082775913157, 'n_hidden_layers_h_net': 2, 'hidden_dims_h_net': 24, 'af_h_net': 'tanh', 'drop_p_h_net': 0.01024506995183468}. Best is trial 20 with value: 0.0028311999049037695.
2025-05-24 15:19:22,126 - INFO - Trial 28 finished with value: 0.03258645161986351 and parameters: {'lr': 0.001906000007072421, 'lamb': 0.0, 'batch_size': 16, 'n_hidden_layers_g_net': 2, 'hidden_dims_g_net': 56, 'af_g_net': 'softplus', 'drop_p_g_net': 0.006148224103139436, 'n_hidden_layers_h_net': 2, 'hidden_dims_h_net': 24, 'af_h_net': 'relu', 'drop_p_h_net': 0.011082199092414728}. Best is trial 20 with value: 0.0028311999049037695.
2025-05-24 15:23:01,667 - INFO - Trial 29 finished with value: 0.028236037120223045 and parameters: {'lr': 0.0030622595570780915, 'lamb': 0.0, 'batch_size': 16, 'n_hidden_layers_g_net': 2, 'hidden_dims_g_net': 40, 'af_g_net': 'tanh', 'drop_p_g_net': 0.4936388099679684, 'n_hidden_layers_h_net': 2, 'hidden_dims_h_net': 8, 'af_h_net': 'softplus', 'drop_p_h_net': 0.004483336871560013}. Best is trial 20 with value: 0.0028311999049037695.
